date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,flu shot kaiser,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,cold,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,stomach,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,california flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature
2015-14,14.0,8.0,38.0,23.0,0.0,1.0,1.0,2.0,7.0,26.0,22.0,0.0,15.0,0.0,50.0,5.0,4.0,0.0,0.0,12.0,11.0,0.0,15.0,2.0,11.0,20.0,1.0,1.0,3.0,1.0,7.0,47.0,5.0,4.0,22.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,1.0,50.0,5.0,1.0,6.0,2.0,12.0,10.0,8.0,4.0,5.0,17.0,60.0,0.0,0.0,58.0,0.0,6.0,6.0,5.0,4.0,0.0,0.0,0.0,78.0,4.0,0.0,19.0,41.0,10.0,19.0,0.0,9.0,0.0,85.0,0.0,1.0,3.0,2.0,6.0,8.0,56.0,1.0,8.0,2.0,6.0,4.0,20.0,14.0,4.0,4.0,4.0,73.0
2015-15,11.0,8.0,15.0,0.0,8.0,1.0,1.0,3.0,3.0,22.0,40.0,0.0,7.0,0.0,50.0,3.0,3.0,0.0,0.0,9.0,7.0,0.0,9.0,1.0,7.0,18.0,0.0,0.0,3.0,1.0,7.0,34.0,3.0,2.0,9.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,64.0,9.0,1.0,7.0,2.0,9.0,9.0,4.0,3.0,3.0,6.0,51.0,0.0,0.0,59.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,77.0,4.0,1.0,11.0,37.0,5.0,8.0,2.0,18.0,0.0,83.0,0.0,0.0,3.0,0.0,10.0,5.0,51.0,0.0,4.0,2.0,3.0,10.0,15.0,8.0,1.0,4.0,1.0,73.0
2015-16,11.0,8.0,15.0,0.0,8.0,1.0,1.0,3.0,3.0,22.0,40.0,0.0,7.0,0.0,50.0,3.0,3.0,0.0,0.0,9.0,7.0,0.0,9.0,1.0,7.0,18.0,0.0,0.0,3.0,1.0,7.0,34.0,3.0,2.0,9.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,64.0,9.0,1.0,7.0,2.0,9.0,9.0,4.0,3.0,3.0,6.0,51.0,0.0,0.0,59.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,77.0,4.0,1.0,11.0,37.0,5.0,8.0,2.0,18.0,0.0,83.0,0.0,0.0,3.0,0.0,10.0,5.0,51.0,0.0,4.0,2.0,3.0,10.0,15.0,8.0,1.0,4.0,1.0,73.0
2015-17,11.0,8.0,15.0,0.0,8.0,1.0,1.0,3.0,3.0,22.0,40.0,0.0,7.0,0.0,50.0,3.0,3.0,0.0,0.0,9.0,7.0,0.0,9.0,1.0,7.0,18.0,0.0,0.0,3.0,1.0,7.0,34.0,3.0,2.0,9.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,64.0,9.0,1.0,7.0,2.0,9.0,9.0,4.0,3.0,3.0,6.0,51.0,0.0,0.0,59.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,77.0,4.0,1.0,11.0,37.0,5.0,8.0,2.0,18.0,0.0,83.0,0.0,0.0,3.0,0.0,10.0,5.0,51.0,0.0,4.0,2.0,3.0,10.0,15.0,8.0,1.0,4.0,1.0,73.0
2015-18,11.0,8.0,15.0,0.0,8.0,1.0,1.0,3.0,3.0,22.0,40.0,0.0,7.0,0.0,50.0,3.0,3.0,0.0,0.0,9.0,7.0,0.0,9.0,1.0,7.0,18.0,0.0,0.0,3.0,1.0,7.0,34.0,3.0,2.0,9.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,64.0,9.0,1.0,7.0,2.0,9.0,9.0,4.0,3.0,3.0,6.0,51.0,0.0,0.0,59.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,77.0,4.0,1.0,11.0,37.0,5.0,8.0,2.0,18.0,0.0,83.0,0.0,0.0,3.0,0.0,10.0,5.0,51.0,0.0,4.0,2.0,3.0,10.0,15.0,8.0,1.0,4.0,1.0,73.0
2015-19,8.0,8.0,16.0,8.0,8.0,0.0,1.0,2.0,4.0,19.0,27.0,0.0,23.0,0.0,40.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,6.0,1.0,6.0,7.0,0.0,1.0,2.0,1.0,4.0,40.0,4.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,45.0,5.0,0.0,2.0,0.0,5.0,2.0,6.0,0.0,3.0,7.0,50.0,0.0,0.0,51.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,76.0,1.0,1.0,8.0,31.0,2.0,6.0,2.0,10.0,0.0,76.0,0.0,0.0,2.0,0.0,6.0,3.0,38.0,0.0,3.0,2.0,8.0,7.0,11.0,5.0,1.0,3.0,1.0,60.0
2015-20,8.0,8.0,16.0,8.0,8.0,0.0,1.0,2.0,4.0,19.0,27.0,0.0,23.0,0.0,40.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,6.0,1.0,6.0,7.0,0.0,1.0,2.0,1.0,4.0,40.0,4.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,45.0,5.0,0.0,2.0,0.0,5.0,2.0,6.0,0.0,3.0,7.0,50.0,0.0,0.0,51.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,76.0,1.0,1.0,8.0,31.0,2.0,6.0,2.0,10.0,0.0,76.0,0.0,0.0,2.0,0.0,6.0,3.0,38.0,0.0,3.0,2.0,8.0,7.0,11.0,5.0,1.0,3.0,1.0,60.0
2015-21,8.0,8.0,16.0,8.0,8.0,0.0,1.0,2.0,4.0,19.0,27.0,0.0,23.0,0.0,40.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,6.0,1.0,6.0,7.0,0.0,1.0,2.0,1.0,4.0,40.0,4.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,45.0,5.0,0.0,2.0,0.0,5.0,2.0,6.0,0.0,3.0,7.0,50.0,0.0,0.0,51.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,76.0,1.0,1.0,8.0,31.0,2.0,6.0,2.0,10.0,0.0,76.0,0.0,0.0,2.0,0.0,6.0,3.0,38.0,0.0,3.0,2.0,8.0,7.0,11.0,5.0,1.0,3.0,1.0,60.0
2015-22,8.0,8.0,16.0,8.0,8.0,0.0,1.0,2.0,4.0,19.0,27.0,0.0,23.0,0.0,40.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,6.0,1.0,6.0,7.0,0.0,1.0,2.0,1.0,4.0,40.0,4.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,45.0,5.0,0.0,2.0,0.0,5.0,2.0,6.0,0.0,3.0,7.0,50.0,0.0,0.0,51.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,76.0,1.0,1.0,8.0,31.0,2.0,6.0,2.0,10.0,0.0,76.0,0.0,0.0,2.0,0.0,6.0,3.0,38.0,0.0,3.0,2.0,8.0,7.0,11.0,5.0,1.0,3.0,1.0,60.0
2015-23,8.0,8.0,16.0,8.0,8.0,0.0,1.0,2.0,4.0,19.0,27.0,0.0,23.0,0.0,40.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,6.0,1.0,6.0,7.0,0.0,1.0,2.0,1.0,4.0,40.0,4.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,45.0,5.0,0.0,2.0,0.0,5.0,2.0,6.0,0.0,3.0,7.0,50.0,0.0,0.0,51.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,76.0,1.0,1.0,8.0,31.0,2.0,6.0,2.0,10.0,0.0,76.0,0.0,0.0,2.0,0.0,6.0,3.0,38.0,0.0,3.0,2.0,8.0,7.0,11.0,5.0,1.0,3.0,1.0,60.0
2015-24,6.0,7.0,7.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,11.0,0.0,0.0,0.0,33.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,4.0,7.0,1.0,1.0,1.0,2.0,4.0,26.0,2.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,48.0,4.0,0.0,6.0,4.0,7.0,3.0,2.0,0.0,0.0,6.0,37.0,0.0,0.0,49.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,72.0,2.0,0.0,4.0,31.0,3.0,5.0,4.0,11.0,0.0,75.0,0.0,0.0,2.0,0.0,3.0,3.0,30.0,0.0,2.0,1.0,5.0,6.0,6.0,8.0,1.0,2.0,1.0,53.0
2015-25,6.0,7.0,7.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,11.0,0.0,0.0,0.0,33.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,4.0,7.0,1.0,1.0,1.0,2.0,4.0,26.0,2.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,48.0,4.0,0.0,6.0,4.0,7.0,3.0,2.0,0.0,0.0,6.0,37.0,0.0,0.0,49.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,72.0,2.0,0.0,4.0,31.0,3.0,5.0,4.0,11.0,0.0,75.0,0.0,0.0,2.0,0.0,3.0,3.0,30.0,0.0,2.0,1.0,5.0,6.0,6.0,8.0,1.0,2.0,1.0,53.0
2015-26,6.0,7.0,7.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,11.0,0.0,0.0,0.0,33.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,4.0,7.0,1.0,1.0,1.0,2.0,4.0,26.0,2.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,48.0,4.0,0.0,6.0,4.0,7.0,3.0,2.0,0.0,0.0,6.0,37.0,0.0,0.0,49.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,72.0,2.0,0.0,4.0,31.0,3.0,5.0,4.0,11.0,0.0,75.0,0.0,0.0,2.0,0.0,3.0,3.0,30.0,0.0,2.0,1.0,5.0,6.0,6.0,8.0,1.0,2.0,1.0,53.0
2015-27,6.0,7.0,7.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,11.0,0.0,0.0,0.0,33.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,4.0,7.0,1.0,1.0,1.0,2.0,4.0,26.0,2.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,48.0,4.0,0.0,6.0,4.0,7.0,3.0,2.0,0.0,0.0,6.0,37.0,0.0,0.0,49.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,72.0,2.0,0.0,4.0,31.0,3.0,5.0,4.0,11.0,0.0,75.0,0.0,0.0,2.0,0.0,3.0,3.0,30.0,0.0,2.0,1.0,5.0,6.0,6.0,8.0,1.0,2.0,1.0,53.0
2015-28,7.0,7.0,7.0,0.0,7.0,0.0,0.0,2.0,6.0,26.0,40.0,0.0,0.0,0.0,34.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,6.0,1.0,4.0,13.0,0.0,0.0,1.0,0.0,3.0,24.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,47.0,4.0,0.0,6.0,4.0,9.0,4.0,4.0,0.0,0.0,4.0,50.0,0.0,0.0,49.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,71.0,2.0,0.0,4.0,35.0,5.0,5.0,2.0,9.0,0.0,74.0,0.0,0.0,4.0,1.0,3.0,1.0,28.0,0.0,3.0,1.0,4.0,3.0,7.0,4.0,1.0,2.0,1.0,64.0
2015-29,7.0,7.0,7.0,0.0,7.0,0.0,0.0,2.0,6.0,26.0,40.0,0.0,0.0,0.0,34.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,6.0,1.0,4.0,13.0,0.0,0.0,1.0,0.0,3.0,24.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,47.0,4.0,0.0,6.0,4.0,9.0,4.0,4.0,0.0,0.0,4.0,50.0,0.0,0.0,49.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,71.0,2.0,0.0,4.0,35.0,5.0,5.0,2.0,9.0,0.0,74.0,0.0,0.0,4.0,1.0,3.0,1.0,28.0,0.0,3.0,1.0,4.0,3.0,7.0,4.0,1.0,2.0,1.0,64.0
2015-30,7.0,7.0,7.0,0.0,7.0,0.0,0.0,2.0,6.0,26.0,40.0,0.0,0.0,0.0,34.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,6.0,1.0,4.0,13.0,0.0,0.0,1.0,0.0,3.0,24.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,47.0,4.0,0.0,6.0,4.0,9.0,4.0,4.0,0.0,0.0,4.0,50.0,0.0,0.0,49.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,71.0,2.0,0.0,4.0,35.0,5.0,5.0,2.0,9.0,0.0,74.0,0.0,0.0,4.0,1.0,3.0,1.0,28.0,0.0,3.0,1.0,4.0,3.0,7.0,4.0,1.0,2.0,1.0,64.0
2015-31,7.0,7.0,7.0,0.0,7.0,0.0,0.0,2.0,6.0,26.0,40.0,0.0,0.0,0.0,34.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,6.0,1.0,4.0,13.0,0.0,0.0,1.0,0.0,3.0,24.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,47.0,4.0,0.0,6.0,4.0,9.0,4.0,4.0,0.0,0.0,4.0,50.0,0.0,0.0,49.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,71.0,2.0,0.0,4.0,35.0,5.0,5.0,2.0,9.0,0.0,74.0,0.0,0.0,4.0,1.0,3.0,1.0,28.0,0.0,3.0,1.0,4.0,3.0,7.0,4.0,1.0,2.0,1.0,64.0
2015-32,16.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,11.0,32.0,21.0,7.0,7.0,0.0,39.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,11.0,1.0,7.0,14.0,2.0,0.0,2.0,1.0,3.0,30.0,8.0,6.0,10.0,6.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,28.0,44.0,8.0,0.0,5.0,0.0,5.0,10.0,2.0,3.0,0.0,6.0,68.0,0.0,0.0,51.0,0.0,4.0,3.0,27.0,2.0,0.0,0.0,0.0,73.0,4.0,1.0,13.0,41.0,5.0,6.0,2.0,8.0,0.0,72.0,0.0,0.0,3.0,1.0,11.0,6.0,40.0,0.0,5.0,2.0,6.0,5.0,15.0,8.0,1.0,2.0,2.0,75.0
2015-33,16.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,11.0,32.0,21.0,7.0,7.0,0.0,39.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,11.0,1.0,7.0,14.0,2.0,0.0,2.0,1.0,3.0,30.0,8.0,6.0,10.0,6.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,28.0,44.0,8.0,0.0,5.0,0.0,5.0,10.0,2.0,3.0,0.0,6.0,68.0,0.0,0.0,51.0,0.0,4.0,3.0,27.0,2.0,0.0,0.0,0.0,73.0,4.0,1.0,13.0,41.0,5.0,6.0,2.0,8.0,0.0,72.0,0.0,0.0,3.0,1.0,11.0,6.0,40.0,0.0,5.0,2.0,6.0,5.0,15.0,8.0,1.0,2.0,2.0,75.0
2015-34,16.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,11.0,32.0,21.0,7.0,7.0,0.0,39.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,11.0,1.0,7.0,14.0,2.0,0.0,2.0,1.0,3.0,30.0,8.0,6.0,10.0,6.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,28.0,44.0,8.0,0.0,5.0,0.0,5.0,10.0,2.0,3.0,0.0,6.0,68.0,0.0,0.0,51.0,0.0,4.0,3.0,27.0,2.0,0.0,0.0,0.0,73.0,4.0,1.0,13.0,41.0,5.0,6.0,2.0,8.0,0.0,72.0,0.0,0.0,3.0,1.0,11.0,6.0,40.0,0.0,5.0,2.0,6.0,5.0,15.0,8.0,1.0,2.0,2.0,75.0
2015-35,16.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,11.0,32.0,21.0,7.0,7.0,0.0,39.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,11.0,1.0,7.0,14.0,2.0,0.0,2.0,1.0,3.0,30.0,8.0,6.0,10.0,6.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,28.0,44.0,8.0,0.0,5.0,0.0,5.0,10.0,2.0,3.0,0.0,6.0,68.0,0.0,0.0,51.0,0.0,4.0,3.0,27.0,2.0,0.0,0.0,0.0,73.0,4.0,1.0,13.0,41.0,5.0,6.0,2.0,8.0,0.0,72.0,0.0,0.0,3.0,1.0,11.0,6.0,40.0,0.0,5.0,2.0,6.0,5.0,15.0,8.0,1.0,2.0,2.0,75.0
2015-36,16.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,11.0,32.0,21.0,7.0,7.0,0.0,39.0,3.0,2.0,0.0,0.0,10.0,7.0,0.0,11.0,1.0,7.0,14.0,2.0,0.0,2.0,1.0,3.0,30.0,8.0,6.0,10.0,6.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,28.0,44.0,8.0,0.0,5.0,0.0,5.0,10.0,2.0,3.0,0.0,6.0,68.0,0.0,0.0,51.0,0.0,4.0,3.0,27.0,2.0,0.0,0.0,0.0,73.0,4.0,1.0,13.0,41.0,5.0,6.0,2.0,8.0,0.0,72.0,0.0,0.0,3.0,1.0,11.0,6.0,40.0,0.0,5.0,2.0,6.0,5.0,15.0,8.0,1.0,2.0,2.0,75.0
2015-37,25.0,0.0,14.0,14.0,14.0,1.0,1.0,3.0,11.0,10.0,27.0,7.0,7.0,0.0,45.0,5.0,3.0,0.0,0.0,16.0,9.0,0.0,16.0,2.0,10.0,23.0,1.0,0.0,6.0,1.0,3.0,33.0,8.0,2.0,12.0,4.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,1.0,54.0,43.0,8.0,1.0,15.0,2.0,5.0,17.0,5.0,2.0,2.0,4.0,50.0,0.0,0.0,53.0,0.0,4.0,3.0,43.0,3.0,0.0,0.0,0.0,73.0,5.0,2.0,14.0,34.0,8.0,6.0,4.0,14.0,0.0,68.0,0.0,1.0,3.0,1.0,16.0,4.0,41.0,0.0,5.0,2.0,11.0,7.0,16.0,11.0,1.0,3.0,2.0,85.0
2015-38,25.0,0.0,14.0,14.0,14.0,1.0,1.0,3.0,11.0,10.0,27.0,7.0,7.0,0.0,45.0,5.0,3.0,0.0,0.0,16.0,9.0,0.0,16.0,2.0,10.0,23.0,1.0,0.0,6.0,1.0,3.0,33.0,8.0,2.0,12.0,4.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,1.0,54.0,43.0,8.0,1.0,15.0,2.0,5.0,17.0,5.0,2.0,2.0,4.0,50.0,0.0,0.0,53.0,0.0,4.0,3.0,43.0,3.0,0.0,0.0,0.0,73.0,5.0,2.0,14.0,34.0,8.0,6.0,4.0,14.0,0.0,68.0,0.0,1.0,3.0,1.0,16.0,4.0,41.0,0.0,5.0,2.0,11.0,7.0,16.0,11.0,1.0,3.0,2.0,85.0
2015-39,25.0,0.0,14.0,14.0,14.0,1.0,1.0,3.0,11.0,10.0,27.0,7.0,7.0,0.0,45.0,5.0,3.0,0.0,0.0,16.0,9.0,0.0,16.0,2.0,10.0,23.0,1.0,0.0,6.0,1.0,3.0,33.0,8.0,2.0,12.0,4.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,1.0,54.0,43.0,8.0,1.0,15.0,2.0,5.0,17.0,5.0,2.0,2.0,4.0,50.0,0.0,0.0,53.0,0.0,4.0,3.0,43.0,3.0,0.0,0.0,0.0,73.0,5.0,2.0,14.0,34.0,8.0,6.0,4.0,14.0,0.0,68.0,0.0,1.0,3.0,1.0,16.0,4.0,41.0,0.0,5.0,2.0,11.0,7.0,16.0,11.0,1.0,3.0,2.0,85.0
2015-40,25.0,0.0,14.0,14.0,14.0,1.0,1.0,3.0,11.0,10.0,27.0,7.0,7.0,0.0,45.0,5.0,3.0,0.0,0.0,16.0,9.0,0.0,16.0,2.0,10.0,23.0,1.0,0.0,6.0,1.0,3.0,33.0,8.0,2.0,12.0,4.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,1.0,54.0,43.0,8.0,1.0,15.0,2.0,5.0,17.0,5.0,2.0,2.0,4.0,50.0,0.0,0.0,53.0,0.0,4.0,3.0,43.0,3.0,0.0,0.0,0.0,73.0,5.0,2.0,14.0,34.0,8.0,6.0,4.0,14.0,0.0,68.0,0.0,1.0,3.0,1.0,16.0,4.0,41.0,0.0,5.0,2.0,11.0,7.0,16.0,11.0,1.0,3.0,2.0,85.0
2015-41,22.0,8.0,38.0,23.0,8.0,0.0,1.0,2.0,9.0,15.0,22.0,7.0,11.0,0.0,55.0,6.0,3.0,0.0,0.0,17.0,11.0,1.0,17.0,2.0,11.0,28.0,0.0,1.0,3.0,1.0,2.0,47.0,9.0,4.0,17.0,12.0,8.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,31.0,34.0,13.0,0.0,14.0,4.0,10.0,22.0,8.0,3.0,5.0,9.0,43.0,0.0,0.0,70.0,0.0,5.0,4.0,24.0,3.0,0.0,0.0,0.0,74.0,5.0,2.0,17.0,44.0,3.0,21.0,4.0,10.0,0.0,70.0,0.0,1.0,3.0,1.0,13.0,9.0,47.0,1.0,5.0,2.0,13.0,12.0,25.0,17.0,1.0,3.0,2.0,75.0
2015-42,22.0,8.0,38.0,23.0,8.0,0.0,1.0,2.0,9.0,15.0,22.0,7.0,11.0,0.0,55.0,6.0,3.0,0.0,0.0,17.0,11.0,1.0,17.0,2.0,11.0,28.0,0.0,1.0,3.0,1.0,2.0,47.0,9.0,4.0,17.0,12.0,8.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,31.0,34.0,13.0,0.0,14.0,4.0,10.0,22.0,8.0,3.0,5.0,9.0,43.0,0.0,0.0,70.0,0.0,5.0,4.0,24.0,3.0,0.0,0.0,0.0,74.0,5.0,2.0,17.0,44.0,3.0,21.0,4.0,10.0,0.0,70.0,0.0,1.0,3.0,1.0,13.0,9.0,47.0,1.0,5.0,2.0,13.0,12.0,25.0,17.0,1.0,3.0,2.0,75.0
2015-43,22.0,8.0,38.0,23.0,8.0,0.0,1.0,2.0,9.0,15.0,22.0,7.0,11.0,0.0,55.0,6.0,3.0,0.0,0.0,17.0,11.0,1.0,17.0,2.0,11.0,28.0,0.0,1.0,3.0,1.0,2.0,47.0,9.0,4.0,17.0,12.0,8.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,31.0,34.0,13.0,0.0,14.0,4.0,10.0,22.0,8.0,3.0,5.0,9.0,43.0,0.0,0.0,70.0,0.0,5.0,4.0,24.0,3.0,0.0,0.0,0.0,74.0,5.0,2.0,17.0,44.0,3.0,21.0,4.0,10.0,0.0,70.0,0.0,1.0,3.0,1.0,13.0,9.0,47.0,1.0,5.0,2.0,13.0,12.0,25.0,17.0,1.0,3.0,2.0,75.0
2015-44,22.0,8.0,38.0,23.0,8.0,0.0,1.0,2.0,9.0,15.0,22.0,7.0,11.0,0.0,55.0,6.0,3.0,0.0,0.0,17.0,11.0,1.0,17.0,2.0,11.0,28.0,0.0,1.0,3.0,1.0,2.0,47.0,9.0,4.0,17.0,12.0,8.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,31.0,34.0,13.0,0.0,14.0,4.0,10.0,22.0,8.0,3.0,5.0,9.0,43.0,0.0,0.0,70.0,0.0,5.0,4.0,24.0,3.0,0.0,0.0,0.0,74.0,5.0,2.0,17.0,44.0,3.0,21.0,4.0,10.0,0.0,70.0,0.0,1.0,3.0,1.0,13.0,9.0,47.0,1.0,5.0,2.0,13.0,12.0,25.0,17.0,1.0,3.0,2.0,75.0
2015-45,21.0,8.0,15.0,8.0,8.0,1.0,1.0,4.0,7.0,15.0,41.0,7.0,33.0,0.0,54.0,8.0,3.0,0.0,1.0,18.0,13.0,0.0,25.0,3.0,16.0,45.0,1.0,0.0,4.0,3.0,2.0,54.0,11.0,8.0,25.0,22.0,7.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,9.0,40.0,17.0,3.0,17.0,3.0,13.0,12.0,14.0,0.0,0.0,8.0,72.0,0.0,0.0,74.0,1.0,8.0,3.0,14.0,3.0,1.0,0.0,0.0,72.0,5.0,3.0,17.0,40.0,12.0,43.0,7.0,16.0,0.0,83.0,0.0,1.0,2.0,1.0,7.0,15.0,59.0,1.0,9.0,4.0,10.0,15.0,25.0,27.0,4.0,4.0,4.0,82.0
2015-46,21.0,8.0,15.0,8.0,8.0,1.0,1.0,4.0,7.0,15.0,41.0,7.0,33.0,0.0,54.0,8.0,3.0,0.0,1.0,18.0,13.0,0.0,25.0,3.0,16.0,45.0,1.0,0.0,4.0,3.0,2.0,54.0,11.0,8.0,25.0,22.0,7.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,9.0,40.0,17.0,3.0,17.0,3.0,13.0,12.0,14.0,0.0,0.0,8.0,72.0,0.0,0.0,74.0,1.0,8.0,3.0,14.0,3.0,1.0,0.0,0.0,72.0,5.0,3.0,17.0,40.0,12.0,43.0,7.0,16.0,0.0,83.0,0.0,1.0,2.0,1.0,7.0,15.0,59.0,1.0,9.0,4.0,10.0,15.0,25.0,27.0,4.0,4.0,4.0,82.0
2015-47,21.0,8.0,15.0,8.0,8.0,1.0,1.0,4.0,7.0,15.0,41.0,7.0,33.0,0.0,54.0,8.0,3.0,0.0,1.0,18.0,13.0,0.0,25.0,3.0,16.0,45.0,1.0,0.0,4.0,3.0,2.0,54.0,11.0,8.0,25.0,22.0,7.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,9.0,40.0,17.0,3.0,17.0,3.0,13.0,12.0,14.0,0.0,0.0,8.0,72.0,0.0,0.0,74.0,1.0,8.0,3.0,14.0,3.0,1.0,0.0,0.0,72.0,5.0,3.0,17.0,40.0,12.0,43.0,7.0,16.0,0.0,83.0,0.0,1.0,2.0,1.0,7.0,15.0,59.0,1.0,9.0,4.0,10.0,15.0,25.0,27.0,4.0,4.0,4.0,82.0
