date,flu,treating flu,medicine for the flu,high fever,is the flu contagious,get over the flu,medicine for flu,how to get rid of the flu,fever cough,pneumonia,fever flu,flu type a,normal body,signs of flu,symptoms of the flu,cold or flu,stomach flu,flu 2018,cold versus flu,incubation period for flu,how long flu,treating the flu,flu treatments,flu complications,flu contagious,contagious flu,how to treat flu,flu fever,symptoms of bronchitis,cure the flu,flu vs cold,flu contagious period,bronchitis,flu test,signs of the flu,the flu virus,flu cough,treat flu,ear thermometer,taking temperature,treatment for flu,over the counter flu,reduce a fever,flu and cold,fight the flu,flu vs. cold,cure flu,human temperature,how to treat the flu,flu length,remedies for flu,how long does flu last,break a fever,flu shots,symptoms of flu,treat the flu,flu headache,flu report,incubation period for the flu,influenza a and b,how long is the flu contagious,normal body temperature,tamiflu,flu germs,flu lasts,thermoscan,flu treatment,is flu contagious,flu care,flu children,swine flu,cold vs flu,flu like symptoms,flu recovery,flu versus cold,exposed to flu,body temperature,influenza type a,flu medicine,symptoms,flu texas,the flu symptoms,flu shot,flu or cold,the flu,cold vs. flu,flu a symptoms,flu in children,do i have the flu,i have the flu,influenza incubation period,flu season,oscillococcinum,what is the flu,low body,remedies for the flu
2015-08,10.0,7.0,2.0,67.0,14.0,0.0,6.0,4.0,36.0,50.0,3.0,1.0,5.0,3.0,13.0,2.0,45.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,14.0,12.0,2.0,11.0,6.0,1.0,1.0,0.0,59.0,6.0,5.0,7.0,11.0,12.0,23.0,14.0,19.0,3.0,2.0,22.0,1.0,0.0,12.0,55.0,12.0,1.0,4.0,21.0,5.0,1.0,13.0,0.0,3.0,0.0,0.0,0.0,20.0,2.0,7.0,0.0,0.0,4.0,23.0,19.0,0.0,1.0,10.0,2.0,5.0,2.0,1.0,0.0,64.0,0.0,0.0,64.0,0.0,2.0,1.0,0.0,10.0,0.0,9.0,3.0,5.0,3.0,1.0,6.0,2.0,21.0,39.0,1.0
2015-09,10.0,7.0,2.0,67.0,14.0,0.0,6.0,4.0,36.0,50.0,3.0,1.0,5.0,3.0,13.0,2.0,45.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,14.0,12.0,2.0,11.0,6.0,1.0,1.0,0.0,59.0,6.0,5.0,7.0,11.0,12.0,23.0,14.0,19.0,3.0,2.0,22.0,1.0,0.0,12.0,55.0,12.0,1.0,4.0,21.0,5.0,1.0,13.0,0.0,3.0,0.0,0.0,0.0,20.0,2.0,7.0,0.0,0.0,4.0,23.0,19.0,0.0,1.0,10.0,2.0,5.0,2.0,1.0,0.0,64.0,0.0,0.0,64.0,0.0,2.0,1.0,0.0,10.0,0.0,9.0,3.0,5.0,3.0,1.0,6.0,2.0,21.0,39.0,1.0
2015-10,7.0,0.0,0.0,54.0,8.0,2.0,4.0,2.0,39.0,46.0,3.0,1.0,5.0,7.0,5.0,2.0,30.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,10.0,6.0,0.0,0.0,0.0,44.0,4.0,2.0,6.0,5.0,4.0,10.0,10.0,10.0,3.0,2.0,14.0,1.0,0.0,9.0,61.0,6.0,0.0,3.0,7.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,2.0,0.0,0.0,2.0,8.0,10.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,72.0,0.0,0.0,67.0,0.0,2.0,1.0,0.0,7.0,0.0,11.0,2.0,3.0,1.0,0.0,4.0,2.0,15.0,40.0,1.0
2015-11,7.0,0.0,0.0,54.0,8.0,2.0,4.0,2.0,39.0,46.0,3.0,1.0,5.0,7.0,5.0,2.0,30.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,10.0,6.0,0.0,0.0,0.0,44.0,4.0,2.0,6.0,5.0,4.0,10.0,10.0,10.0,3.0,2.0,14.0,1.0,0.0,9.0,61.0,6.0,0.0,3.0,7.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,2.0,0.0,0.0,2.0,8.0,10.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,72.0,0.0,0.0,67.0,0.0,2.0,1.0,0.0,7.0,0.0,11.0,2.0,3.0,1.0,0.0,4.0,2.0,15.0,40.0,1.0
2015-12,7.0,0.0,0.0,54.0,8.0,2.0,4.0,2.0,39.0,46.0,3.0,1.0,5.0,7.0,5.0,2.0,30.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,10.0,6.0,0.0,0.0,0.0,44.0,4.0,2.0,6.0,5.0,4.0,10.0,10.0,10.0,3.0,2.0,14.0,1.0,0.0,9.0,61.0,6.0,0.0,3.0,7.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,2.0,0.0,0.0,2.0,8.0,10.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,72.0,0.0,0.0,67.0,0.0,2.0,1.0,0.0,7.0,0.0,11.0,2.0,3.0,1.0,0.0,4.0,2.0,15.0,40.0,1.0
2015-13,7.0,0.0,0.0,54.0,8.0,2.0,4.0,2.0,39.0,46.0,3.0,1.0,5.0,7.0,5.0,2.0,30.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,10.0,6.0,0.0,0.0,0.0,44.0,4.0,2.0,6.0,5.0,4.0,10.0,10.0,10.0,3.0,2.0,14.0,1.0,0.0,9.0,61.0,6.0,0.0,3.0,7.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,2.0,0.0,0.0,2.0,8.0,10.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,72.0,0.0,0.0,67.0,0.0,2.0,1.0,0.0,7.0,0.0,11.0,2.0,3.0,1.0,0.0,4.0,2.0,15.0,40.0,1.0
2015-14,6.0,0.0,2.0,66.0,3.0,0.0,5.0,2.0,35.0,37.0,1.0,0.0,6.0,3.0,8.0,1.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,0.0,1.0,0.0,45.0,5.0,2.0,8.0,7.0,8.0,8.0,4.0,13.0,3.0,1.0,15.0,0.0,0.0,6.0,34.0,0.0,0.0,3.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,72.0,0.0,0.0,63.0,0.0,1.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,29.0,0.0
2015-15,6.0,0.0,2.0,66.0,3.0,0.0,5.0,2.0,35.0,37.0,1.0,0.0,6.0,3.0,8.0,1.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,0.0,1.0,0.0,45.0,5.0,2.0,8.0,7.0,8.0,8.0,4.0,13.0,3.0,1.0,15.0,0.0,0.0,6.0,34.0,0.0,0.0,3.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,72.0,0.0,0.0,63.0,0.0,1.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,29.0,0.0
2015-16,6.0,0.0,2.0,66.0,3.0,0.0,5.0,2.0,35.0,37.0,1.0,0.0,6.0,3.0,8.0,1.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,0.0,1.0,0.0,45.0,5.0,2.0,8.0,7.0,8.0,8.0,4.0,13.0,3.0,1.0,15.0,0.0,0.0,6.0,34.0,0.0,0.0,3.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,72.0,0.0,0.0,63.0,0.0,1.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,29.0,0.0
2015-17,6.0,0.0,2.0,66.0,3.0,0.0,5.0,2.0,35.0,37.0,1.0,0.0,6.0,3.0,8.0,1.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,0.0,1.0,0.0,45.0,5.0,2.0,8.0,7.0,8.0,8.0,4.0,13.0,3.0,1.0,15.0,0.0,0.0,6.0,34.0,0.0,0.0,3.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,72.0,0.0,0.0,63.0,0.0,1.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,29.0,0.0
2015-18,5.0,0.0,2.0,49.0,2.0,0.0,2.0,2.0,23.0,34.0,1.0,0.0,5.0,2.0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,31.0,6.0,0.0,2.0,3.0,4.0,11.0,15.0,4.0,3.0,3.0,5.0,1.0,0.0,6.0,25.0,0.0,0.0,4.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,54.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,6.0,26.0,3.0
2015-19,5.0,0.0,2.0,49.0,2.0,0.0,2.0,2.0,23.0,34.0,1.0,0.0,5.0,2.0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,31.0,6.0,0.0,2.0,3.0,4.0,11.0,15.0,4.0,3.0,3.0,5.0,1.0,0.0,6.0,25.0,0.0,0.0,4.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,54.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,6.0,26.0,3.0
2015-20,5.0,0.0,2.0,49.0,2.0,0.0,2.0,2.0,23.0,34.0,1.0,0.0,5.0,2.0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,31.0,6.0,0.0,2.0,3.0,4.0,11.0,15.0,4.0,3.0,3.0,5.0,1.0,0.0,6.0,25.0,0.0,0.0,4.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,54.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,6.0,26.0,3.0
2015-21,5.0,0.0,2.0,49.0,2.0,0.0,2.0,2.0,23.0,34.0,1.0,0.0,5.0,2.0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,31.0,6.0,0.0,2.0,3.0,4.0,11.0,15.0,4.0,3.0,3.0,5.0,1.0,0.0,6.0,25.0,0.0,0.0,4.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,54.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,6.0,26.0,3.0
2015-22,5.0,0.0,2.0,49.0,2.0,0.0,2.0,2.0,23.0,34.0,1.0,0.0,5.0,2.0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,31.0,6.0,0.0,2.0,3.0,4.0,11.0,15.0,4.0,3.0,3.0,5.0,1.0,0.0,6.0,25.0,0.0,0.0,4.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,54.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,6.0,26.0,3.0
2015-23,3.0,0.0,2.0,44.0,2.0,2.0,2.0,2.0,20.0,30.0,1.0,0.0,5.0,2.0,3.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,26.0,1.0,1.0,4.0,3.0,3.0,7.0,5.0,3.0,0.0,3.0,6.0,0.0,0.0,7.0,35.0,0.0,0.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,30.0,0.0
2015-24,3.0,0.0,2.0,44.0,2.0,2.0,2.0,2.0,20.0,30.0,1.0,0.0,5.0,2.0,3.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,26.0,1.0,1.0,4.0,3.0,3.0,7.0,5.0,3.0,0.0,3.0,6.0,0.0,0.0,7.0,35.0,0.0,0.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,30.0,0.0
2015-25,3.0,0.0,2.0,44.0,2.0,2.0,2.0,2.0,20.0,30.0,1.0,0.0,5.0,2.0,3.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,26.0,1.0,1.0,4.0,3.0,3.0,7.0,5.0,3.0,0.0,3.0,6.0,0.0,0.0,7.0,35.0,0.0,0.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,30.0,0.0
2015-26,3.0,0.0,2.0,44.0,2.0,2.0,2.0,2.0,20.0,30.0,1.0,0.0,5.0,2.0,3.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,26.0,1.0,1.0,4.0,3.0,3.0,7.0,5.0,3.0,0.0,3.0,6.0,0.0,0.0,7.0,35.0,0.0,0.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,30.0,0.0
2015-27,4.0,2.0,3.0,49.0,2.0,2.0,3.0,2.0,18.0,31.0,1.0,0.0,5.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,25.0,5.0,2.0,0.0,1.0,7.0,5.0,10.0,0.0,1.0,2.0,9.0,1.0,0.0,5.0,46.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,44.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,29.0,0.0
2015-28,4.0,2.0,3.0,49.0,2.0,2.0,3.0,2.0,18.0,31.0,1.0,0.0,5.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,25.0,5.0,2.0,0.0,1.0,7.0,5.0,10.0,0.0,1.0,2.0,9.0,1.0,0.0,5.0,46.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,44.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,29.0,0.0
2015-29,4.0,2.0,3.0,49.0,2.0,2.0,3.0,2.0,18.0,31.0,1.0,0.0,5.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,25.0,5.0,2.0,0.0,1.0,7.0,5.0,10.0,0.0,1.0,2.0,9.0,1.0,0.0,5.0,46.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,44.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,29.0,0.0
2015-30,4.0,2.0,3.0,49.0,2.0,2.0,3.0,2.0,18.0,31.0,1.0,0.0,5.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,25.0,5.0,2.0,0.0,1.0,7.0,5.0,10.0,0.0,1.0,2.0,9.0,1.0,0.0,5.0,46.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,44.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,29.0,0.0
2015-31,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0
2015-32,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0
2015-33,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0
2015-34,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0
2015-35,11.0,2.0,2.0,55.0,4.0,0.0,11.0,4.0,25.0,42.0,1.0,0.0,5.0,3.0,6.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,0.0,33.0,6.0,2.0,8.0,6.0,11.0,13.0,15.0,5.0,1.0,1.0,16.0,1.0,0.0,10.0,67.0,5.0,1.0,5.0,5.0,3.0,13.0,6.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,60.0,0.0,0.0,63.0,0.0,1.0,12.0,0.0,6.0,0.0,8.0,1.0,2.0,2.0,1.0,12.0,1.0,14.0,35.0,0.0
2015-36,17.0,2.0,5.0,56.0,4.0,2.0,7.0,3.0,27.0,44.0,3.0,0.0,7.0,6.0,8.0,4.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,11.0,6.0,0.0,1.0,0.0,44.0,11.0,6.0,8.0,8.0,14.0,17.0,23.0,9.0,2.0,2.0,21.0,1.0,0.0,9.0,75.0,5.0,1.0,3.0,10.0,4.0,32.0,8.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,12.0,6.0,10.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,68.0,0.0,0.0,63.0,0.0,1.0,24.0,0.0,12.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,2.0,20.0,40.0,1.0
2015-37,17.0,2.0,5.0,56.0,4.0,2.0,7.0,3.0,27.0,44.0,3.0,0.0,7.0,6.0,8.0,4.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,11.0,6.0,0.0,1.0,0.0,44.0,11.0,6.0,8.0,8.0,14.0,17.0,23.0,9.0,2.0,2.0,21.0,1.0,0.0,9.0,75.0,5.0,1.0,3.0,10.0,4.0,32.0,8.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,12.0,6.0,10.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,68.0,0.0,0.0,63.0,0.0,1.0,24.0,0.0,12.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,2.0,20.0,40.0,1.0
2015-38,17.0,2.0,5.0,56.0,4.0,2.0,7.0,3.0,27.0,44.0,3.0,0.0,7.0,6.0,8.0,4.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,11.0,6.0,0.0,1.0,0.0,44.0,11.0,6.0,8.0,8.0,14.0,17.0,23.0,9.0,2.0,2.0,21.0,1.0,0.0,9.0,75.0,5.0,1.0,3.0,10.0,4.0,32.0,8.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,12.0,6.0,10.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,68.0,0.0,0.0,63.0,0.0,1.0,24.0,0.0,12.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,2.0,20.0,40.0,1.0
2015-39,17.0,2.0,5.0,56.0,4.0,2.0,7.0,3.0,27.0,44.0,3.0,0.0,7.0,6.0,8.0,4.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,11.0,6.0,0.0,1.0,0.0,44.0,11.0,6.0,8.0,8.0,14.0,17.0,23.0,9.0,2.0,2.0,21.0,1.0,0.0,9.0,75.0,5.0,1.0,3.0,10.0,4.0,32.0,8.0,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,12.0,6.0,10.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,68.0,0.0,0.0,63.0,0.0,1.0,24.0,0.0,12.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,2.0,20.0,40.0,1.0
2015-40,11.0,2.0,4.0,59.0,5.0,2.0,7.0,5.0,43.0,49.0,3.0,0.0,6.0,2.0,8.0,3.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,11.0,7.0,0.0,2.0,0.0,45.0,5.0,3.0,8.0,10.0,18.0,21.0,21.0,8.0,3.0,2.0,29.0,1.0,0.0,7.0,48.0,14.0,0.0,3.0,10.0,4.0,14.0,7.0,0.0,1.0,4.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,4.0,6.0,10.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,70.0,0.0,0.0,64.0,0.0,1.0,13.0,0.0,10.0,0.0,12.0,1.0,4.0,2.0,0.0,6.0,1.0,13.0,33.0,1.0
2015-41,11.0,2.0,4.0,59.0,5.0,2.0,7.0,5.0,43.0,49.0,3.0,0.0,6.0,2.0,8.0,3.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,11.0,7.0,0.0,2.0,0.0,45.0,5.0,3.0,8.0,10.0,18.0,21.0,21.0,8.0,3.0,2.0,29.0,1.0,0.0,7.0,48.0,14.0,0.0,3.0,10.0,4.0,14.0,7.0,0.0,1.0,4.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,4.0,6.0,10.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,70.0,0.0,0.0,64.0,0.0,1.0,13.0,0.0,10.0,0.0,12.0,1.0,4.0,2.0,0.0,6.0,1.0,13.0,33.0,1.0
